ID,carat,cut,color,clarity,depth,table,price,x,y,z
32692,0.38,Very Good,F,VS2,61.9,59,800,4.61,4.66,2.87
32693,1.2,Premium,H,SI1,59.3,60,5822,7,6.92,4.13
32694,0.31,Ideal,H,VVS1,62.2,54,907,4.39,4.36,2.72
32695,0.55,Ideal,F,VVS1,60.6,57,2716,5.33,5.36,3.24
32696,1.18,Very Good,I,SI2,63.5,57,4763,6.75,6.8,4.3
32697,0.9,Very Good,E,SI1,62.6,58,4315,6.11,6.15,3.84
32698,0.71,Ideal,F,SI1,60.7,56,2770,5.77,5.8,3.51
32699,0.71,Ideal,G,SI1,61.4,57,2136,5.76,5.8,3.55
32700,1.25,Premium,I,VS2,62.2,57,5925,6.92,6.84,4.28
32701,1.12,Premium,H,VS1,62.1,58,5845,6.6,6.64,4.11
32702,0.5,Very Good,D,VS2,63.3,58,1602,5.03,5.05,3.19
32703,1.01,Ideal,I,VS1,62.6,56,4808,6.42,6.36,4
32704,1,Fair,G,I1,66.4,59,2808,6.16,6.09,4.07
32705,0.78,Good,E,SI1,59.4,62,3578,6.02,6.07,3.59
32706,0.52,Ideal,G,VVS2,60.8,57,1911,5.16,5.21,3.15
32707,0.5,Good,G,VVS2,64.1,56,1666,5.02,5.06,3.23
32708,0.36,Ideal,G,IF,61.5,56,985,4.59,4.62,2.83
32709,3,Fair,I,SI2,64.8,59,16970,8.93,8.73,5.72
32710,0.33,Premium,I,VS1,61.6,60,521,4.42,4.45,2.73
32711,0.25,Very Good,E,VVS1,60.2,59,575,4.11,4.13,2.48
32712,0.23,Very Good,G,VVS1,60.2,59,415,4,4.01,2.41
32713,0.25,Premium,F,VVS2,62,59,740,4.04,3.99,2.49
32714,1.27,Premium,H,VS2,58.9,61,5832,7.09,7.03,4.16
32715,0.95,Premium,H,SI1,62.9,58,3984,6.26,6.21,3.92
32716,1.04,Premium,G,IF,61.3,58,9039,6.52,6.43,3.97
32717,0.73,Ideal,E,VS2,62.2,59,3198,5.74,5.77,3.58
32718,0.31,Very Good,H,VVS1,63.1,57,907,4.31,4.25,2.7
32719,1.5,Good,D,VS2,64.1,54,13232,7.17,7.24,4.62
32720,0.3,Premium,I,SI1,60.5,62,506,4.37,4.33,2.63
32721,0.3,Ideal,G,VVS1,61.7,55,789,4.32,4.34,2.67
32722,1.19,Premium,H,VS2,61.1,58,6944,6.83,6.78,4.16
32723,0.52,Ideal,F,IF,61.7,56,2393,5.16,5.18,3.19
32724,0.7,Very Good,G,VVS2,63.3,59,2905,5.59,5.62,3.55
32725,0.35,Ideal,I,SI1,61.3,54,472,4.51,4.56,2.78
32726,2.06,Premium,H,SI2,60,60,16098,6.29,6.25,4.96
32727,1.12,Ideal,F,SI2,61.8,55,4140,6.69,6.66,4.13
32728,0.33,Premium,G,VVS2,61.2,57,965,4.44,4.42,2.71
32729,0.52,Ideal,D,VS2,61.5,56,1822,5.15,5.19,3.18
32730,0.53,Ideal,I,SI2,61.8,54,947,5.22,5.24,3.23
32731,1.04,Ideal,D,VS1,61.6,57,10709,6.52,6.56,4.03
32732,1.03,Very Good,H,SI2,62.3,57,4268,6.43,6.48,4.02
32733,0.52,Ideal,F,VS1,61.2,57,1778,5.16,5.2,3.17
32734,0.23,Very Good,E,VS2,60.8,58,402,3.98,4.02,2.43
32735,0.61,Good,F,VS2,63,64.2,1971,5.29,5.32,3.34
32736,1.21,Premium,I,VS2,61.6,61,4669,6.86,6.8,4.21
32737,0.33,Premium,G,VVS1,60.4,59,868,4.44,4.47,2.69
32738,0.32,Premium,I,IF,61.9,59,864,4.39,4.37,2.71
32739,0.31,Ideal,F,VS1,62.1,56,680,4.32,4.35,2.69
32740,1.24,Ideal,J,VS1,61.6,57,5866,6.89,6.93,4.26
32741,0.3,Ideal,G,VS1,61.9,56,605,4.29,4.34,2.67
32742,1.01,Premium,D,VS1,62.4,58,8416,6.41,6.38,3.99
32743,0.33,Ideal,G,VS1,62.1,55,666,4.43,4.46,2.76
32744,0.96,Premium,D,SI2,60,61,4274,6.36,6.32,3.81
32745,1.5,Premium,E,SI2,61.5,59,8064,7.3,7.23,4.47
32746,0.71,Ideal,D,VS2,60.4,57,3135,5.77,5.82,3.5
32747,0.31,Ideal,F,VS2,61.6,55,757,4.36,4.38,2.69
32748,1.02,Very Good,I,VS1,62.2,60,5302,6.4,6.43,3.99
32749,1.55,Ideal,I,VS2,62.6,56,8831,7.35,7.41,4.62
32750,1.02,Ideal,D,VS1,60.8,55,8818,6.55,6.5,3.97
32751,0.7,Fair,H,VS1,64.9,56,2152,5.68,5.56,3.65
32752,0.31,Ideal,H,SI2,61.3,55,421,4.35,4.38,2.67
32753,0.73,Very Good,F,VS1,61.8,59,2843,5.73,5.79,3.56
32754,1.01,Fair,F,SI2,67.3,62,3597,6.09,6.03,4.08
32755,1.51,Very Good,J,SI2,61.9,59,6546,7.26,7.31,4.51
32756,0.72,Very Good,E,SI1,61.6,58,2688,5.74,5.78,3.55
32757,0.3,Premium,G,SI1,62.5,61,497,4.29,4.26,2.67
32758,0.73,Ideal,I,SI1,62,56,2234,5.8,5.75,3.58
32759,2.07,Good,I,VS2,61.8,61,18707,8.12,8.16,5.03
32760,0.52,Ideal,G,VVS2,59.8,57,2012,5.26,5.24,3.14
32761,0.54,Premium,D,VVS2,59.1,60,2323,5.36,5.34,3.16
32762,1.5,Ideal,I,VVS2,60.8,57,12148,7.38,7.42,4.5
32763,0.7,Good,D,VS2,59.9,59,3561,5.69,5.73,3.42
32764,1.29,Premium,H,VS2,60.7,61,7802,7.1,7.01,4.28
32765,0.33,Ideal,D,SI1,61.9,55,736,4.45,4.47,2.76
32766,1.01,Ideal,G,VS1,62.4,56,6672,6.39,6.44,4
32767,0.37,Ideal,E,SI1,62.7,54,649,4.55,4.6,2.87
32768,0.5,Premium,G,VVS1,61,60,2070,5.12,5.08,3.11
32769,0.42,Premium,G,VVS1,60.2,59,1179,4.82,4.84,2.91
32770,0.41,Premium,G,SI1,61.5,59,719,4.75,4.78,2.93
32771,1.07,Good,F,SI1,63.4,56,5561,6.51,6.52,4.13
32772,2.01,Premium,H,VS2,62.6,59,13599,8.02,7.88,4.98
32773,0.36,Premium,E,SI1,61.3,56,810,4.62,4.58,2.82
32774,0.38,Very Good,D,SI1,58.9,61,733,4.75,4.79,2.81
32775,0.81,Premium,G,VS2,62.9,58,3193,5.94,5.88,3.72
32776,0.32,Ideal,G,VVS1,61.3,60,732,4.39,4.42,2.7
32777,1.26,Very Good,D,SI1,59.9,59,7785,7.02,7.14,4.24
32778,1.7,Premium,G,VS2,60.3,60,15941,7.72,7.64,4.63
32779,0.91,Ideal,I,VVS2,60.6,57,4663,6.25,6.27,3.79
32780,2.2,Ideal,H,VS2,61.7,55,17460,8.41,8.38,5.18
32781,0.3,Ideal,F,VVS2,61.8,57,694,4.28,4.33,2.66
32782,0.96,Good,H,SI2,56.7,62,3454,6.51,6.39,3.66
32783,1.01,Premium,E,VS2,59.2,59,7287,6.67,6.6,3.93
32784,0.36,Premium,E,VS2,62.3,58,1013,4.55,4.51,2.82
32785,1.02,Fair,F,SI1,64.8,59,5255,6.33,6.23,4.07
32786,0.7,Fair,G,SI1,65,59,1982,5.57,5.5,3.6
32787,0.31,Good,J,VS1,61.9,61,412,4.29,4.34,2.67
32788,0.42,Ideal,G,VS2,61.8,56,1087,4.84,4.81,2.98
32789,0.71,Very Good,E,SI1,62,55,2420,5.72,5.76,3.56
32790,1.05,Very Good,H,VS2,63.2,58,5292,6.46,6.39,4.06
32791,1.2,Good,G,VS2,64,59,6720,6.8,6.63,4.3
32792,1.01,Fair,H,VS1,61.4,66,5062,6.34,6.24,3.87
32793,1.03,Ideal,D,SI1,59.9,57,6460,6.61,6.68,3.98
32794,1.54,Ideal,J,VS1,62.2,59,8848,7.34,7.38,4.58
32795,0.7,Very Good,I,SI1,62.7,56,1918,5.64,5.68,3.55
32796,0.72,Good,D,VS2,64,54,2827,5.68,5.7,3.64
32797,1.09,Very Good,H,VS1,60.2,61,5845,6.66,6.7,4.02
32798,0.4,Ideal,D,SI2,61.3,56,622,4.72,4.77,2.91
32799,1.01,Very Good,E,VS2,58.1,60,6399,6.51,6.58,3.8
32800,0.51,Very Good,E,SI2,60.3,56,1098,5.19,5.22,3.14
32801,0.7,Good,H,SI1,63.3,60,2029,5.57,5.65,3.55
32802,1.5,Ideal,I,I1,61.3,57,5695,7.39,7.36,4.52
32803,0.72,Ideal,F,VS2,62.1,54,2989,5.76,5.8,3.59
32804,0.31,Very Good,E,VVS1,62.3,59,878,4.32,4.38,2.71
32805,1.64,Very Good,J,SI2,62.5,58,7409,7.48,7.56,4.7
32806,1.01,Very Good,I,I1,63.1,57,2896,6.39,6.35,4.02
32807,1.25,Premium,I,SI1,59.7,59,5390,7.03,6.97,4.18
32808,0.9,Very Good,D,SI2,62.9,59,3706,6.06,6.15,3.84
32809,0.24,Very Good,F,VVS1,57.2,63,478,4.1,4.15,2.36
32810,0.32,Ideal,D,SI2,61.1,56,477,4.39,4.41,2.69
32811,1.64,Premium,E,SI2,61.9,61,8835,7.54,7.51,4.66
32812,1.74,Ideal,G,VS2,62.9,57,16316,7.68,7.64,4.82
32813,0.34,Ideal,G,VVS1,62.1,57,956,4.47,4.45,2.77
32814,0.43,Premium,H,SI1,59,58,716,4.93,4.96,2.92
32815,1.5,Very Good,E,SI1,59.3,56,10929,7.43,7.51,4.43
32816,0.23,Very Good,D,VS2,61.6,58,402,3.96,3.99,2.45
32817,0.54,Ideal,I,VS2,61.9,56,1260,5.2,5.26,3.24
32818,0.82,Very Good,G,SI2,63.4,55,2232,5.96,5.93,3.77
32819,1.2,Premium,G,VVS2,62.4,56,8870,6.74,6.68,4.19
32820,0.7,Ideal,E,VS2,61.1,59,3201,5.67,5.73,3.48
32821,0.9,Good,G,SI1,65,57,3615,5.96,6.01,3.89
32822,1.24,Ideal,F,VS2,61.4,57,9073,6.98,6.86,4.25
32823,1.02,Premium,E,VS2,62.1,52,6854,6.55,6.49,4.05
32824,0.7,Ideal,H,SI2,59.9,57,2142,5.77,5.74,3.45
32825,0.71,Very Good,I,SI1,61.8,56,2141,5.73,5.76,3.55
32826,2.05,Very Good,H,VS2,61.8,60,18152,8.14,8.19,5.05
32827,1.55,Good,G,I1,63.6,58,4965,7.34,7.29,4.65
32828,1.21,Good,E,VS2,62.7,61,9176,6.67,6.72,4.2
32829,1.31,Very Good,I,VS2,61.2,58,6917,7.01,7.05,4.3
32830,0.43,Very Good,G,VVS1,61.3,57,1207,4.85,4.87,2.98
32831,0.35,Premium,G,VVS2,62.2,58,1024,4.54,4.49,2.81
32832,0.41,Ideal,F,SI1,61.4,56,824,4.77,4.8,2.94
32833,0.52,Ideal,D,I1,61.1,57,971,5.18,5.2,3.17
32834,0.29,Very Good,G,VVS1,61.4,56,607,4.25,4.28,2.62
32835,1.5,Premium,H,SI1,61,60,9820,7.33,7.27,4.45
32836,0.32,Very Good,E,SI1,62.2,57,561,4.38,4.43,2.74
32837,0.36,Premium,F,SI2,60.3,59,446,4.62,4.57,2.77
32838,0.36,Ideal,E,VS2,60.2,56,1080,4.65,4.62,2.79
32839,1.54,Premium,D,VS2,59.3,59,16889,7.61,7.54,4.49
32840,0.3,Premium,G,SI1,61.6,59,574,4.28,4.26,2.63
32841,0.41,Ideal,G,IF,62.3,55,1367,4.75,4.78,2.97
32842,0.41,Very Good,H,SI1,62.4,56,683,4.74,4.78,2.97
32843,0.32,Very Good,D,VVS2,61.9,54,841,4.43,4.46,2.75
32844,0.7,Ideal,F,VS2,62,56,2671,5.71,5.74,3.55
32845,0.71,Very Good,E,SI1,59.3,55,2573,5.83,5.9,3.48
32846,0.52,Ideal,H,IF,61.4,56,2441,5.19,5.23,3.2
32847,0.72,Very Good,I,VVS1,62.8,56,2562,5.69,5.75,3.59
32848,1.51,Fair,I,I1,65.1,57,5750,7.16,7.12,4.65
32849,0.26,Ideal,H,VS1,62.1,56,448,4.13,4.15,2.56
32850,0.54,Ideal,D,VS2,62.6,57,1892,5.18,5.24,3.26
32851,1.75,Ideal,H,I1,61.5,55,7409,7.78,7.75,4.78
32852,1,Good,H,VVS1,63.5,60,6183,6.3,6.36,4.02
32853,0.72,Ideal,G,VS1,62,56,3540,5.74,5.78,3.57
32854,0.36,Premium,D,VS2,60.5,58,1094,4.63,4.6,2.79
32855,1.01,Very Good,H,VS2,61,63,4959,6.38,6.41,3.9
32856,1.7,Premium,E,SI1,61.8,58,15804,7.62,7.52,4.68
32857,1,Premium,H,SI1,62.8,58,4816,6.38,6.36,4
32858,0.42,Ideal,I,VS1,61.5,56,771,4.83,4.86,2.98
32859,0.56,Very Good,E,VS2,61.7,56,1755,5.25,5.31,3.26
32860,0.72,Ideal,H,VVS2,61.6,56,3334,5.75,5.77,3.55
32861,1.01,Premium,H,SI1,62.1,57,3869,6.47,6.37,3.99
32862,0.43,Premium,E,SI2,62.7,55,919,4.87,4.83,3.04
32863,0.73,Premium,I,VS2,59.7,59,2246,5.81,5.94,3.51
32864,0.3,Ideal,F,IF,62.1,57,886,4.29,4.31,2.67
32865,0.3,Ideal,F,VVS2,61.8,55,694,4.33,4.35,2.68
32866,0.31,Ideal,H,VS1,61.8,54.2,557,4.33,4.37,2.69
32867,1.01,Fair,F,SI1,67.2,60,4276,6.06,6,4.05
32868,0.5,Good,D,SI1,62.9,59,1436,4.94,5.01,3.13
32869,0.4,Premium,E,VS2,60.7,60,975,4.75,4.7,2.87
32870,0.7,Ideal,F,VVS2,61.7,55,4114,5.7,5.74,3.53
32871,0.56,Ideal,J,VS2,62,56,1224,5.27,5.31,3.28
32872,1.01,Premium,F,VVS1,62.5,58,7741,6.35,6.41,3.99
32873,0.3,Very Good,G,SI1,63.2,55,536,4.29,4.26,2.7
32874,0.3,Very Good,F,VVS1,61.6,56,694,4.34,4.36,2.68
32875,0.57,Ideal,F,VS1,62.3,57,1961,5.29,5.32,3.3
32876,1.01,Very Good,I,SI1,62.7,56,4212,6.36,6.43,4.01
32877,0.36,Premium,E,VS2,62.1,59,1013,4.59,4.55,2.84
32878,0.7,Ideal,H,SI1,62,55,2184,5.71,5.68,3.53
32879,0.27,Very Good,G,VS1,61.9,56,439,4.14,4.17,2.57
32880,1.29,Good,I,I1,64.2,54,3098,6.93,6.83,4.42
32881,1.01,Very Good,I,SI2,63.7,57,3998,6.32,6.36,4.04
32882,1.37,Ideal,G,VVS2,62.3,55.5,12207,7.05,7.14,4.43
32883,0.54,Ideal,E,VS2,61.9,55,1754,5.2,5.24,3.23
32884,1.32,Fair,F,VVS1,58,66,12648,7.31,7.28,4.23
32885,0.7,Fair,G,I1,68.3,56,978,5.52,5.4,3.73
32886,0.78,Ideal,F,SI2,59.7,57,2431,6.01,5.98,3.58
32887,1.52,Ideal,H,VS2,60.7,56,11206,7.49,7.41,4.52
32888,0.81,Good,D,SI1,63.9,58,3179,5.9,5.85,3.75
32889,0.31,Ideal,F,IF,60.7,56,901,4.42,4.45,2.69
32890,2.01,Good,H,SI2,62.2,57,14956,8.05,8.1,5.03
32891,2.01,Ideal,J,SI2,60.8,57,13253,8.15,8.13,4.95
32892,0.93,Very Good,H,SI1,59.3,61,3838,6.33,6.39,3.77
32893,0.3,Ideal,I,VS2,62.4,55,407,4.32,4.34,2.7
32894,0.5,Very Good,E,VS2,62.4,57,1568,5.01,5.03,3.13
32895,0.42,Ideal,F,VVS2,60.6,57,1221,4.85,4.82,2.93
32896,0.7,Ideal,I,SI1,61.9,58,2110,5.66,5.68,3.51
32897,0.32,Very Good,G,VS1,61.8,60,645,4.35,4.36,2.69
32898,1.04,Very Good,I,SI1,64.1,57,4190,6.35,6.38,4.08
32899,1.12,Premium,I,SI1,61.1,59,4373,6.66,6.69,4.08
32900,0.71,Premium,E,SI1,61.4,58,2817,5.77,5.73,3.53
32901,1,Ideal,I,SI1,61.6,59,4133,6.34,6.42,3.93
32902,0.9,Premium,F,SI2,61.3,59,3556,6.16,6.11,3.76
32903,2.2,Premium,H,SI2,62.7,58,17634,8.33,8.27,5.2
32904,1,Very Good,F,SI2,61.9,59,3906,6.39,6.44,3.97
32905,0.42,Premium,H,VS1,61.6,58,1087,4.82,4.79,2.96
32906,1.01,Very Good,I,SI1,62.1,58,4681,6.37,6.39,3.96
32907,0.28,Very Good,F,VVS2,61.8,60,596,4.16,4.19,2.58
32908,0.9,Premium,E,SI1,62.3,61,3800,6.17,6.12,3.83
32909,0.53,Premium,F,I1,61.3,58,886,5.22,5.18,3.19
32910,2.3,Very Good,I,SI2,60.6,60,14603,8.51,8.56,5.17
32911,2.23,Premium,G,SI2,61.4,58,16805,8.41,8.32,5.14
32912,0.44,Good,D,VS2,63.6,56,1009,4.81,4.84,3.07
32913,1.21,Very Good,G,VS2,59.5,58,7906,6.96,7.03,4.16
32914,0.32,Ideal,G,VS1,62.3,54,828,4.39,4.37,2.73
32915,1.5,Very Good,E,SI2,63.1,57,8820,7.32,7.27,4.6
32916,0.73,Ideal,E,VVS2,62,57,3714,5.79,5.73,3.57
32917,0.34,Very Good,H,VVS1,62.9,57,775,4.44,4.47,2.8
32918,0.54,Ideal,F,VVS2,61.2,55,2333,5.27,5.25,3.22
32919,1.51,Very Good,I,SI1,63.5,57,8214,7.19,7.24,4.58
32920,0.71,Ideal,H,SI1,61.3,58,2368,5.73,5.78,3.53
32921,0.31,Ideal,D,VS2,62.2,54,942,4.34,4.31,2.69
32922,1.06,Very Good,E,SI2,62.1,56,4972,6.52,6.59,4.07
32923,0.9,Very Good,D,SI2,60.3,63,3473,6.22,6.12,3.72
32924,1.03,Premium,G,VS2,58.9,59,6229,6.65,6.59,3.9
32925,1.01,Very Good,G,VS1,63.5,59,6529,6.36,6.31,4.02
32926,0.3,Very Good,G,VVS1,63.3,55,1013,4.3,4.26,2.71
32927,0.72,Ideal,E,VS2,62.7,55,2691,5.76,5.73,3.6
32928,1,Very Good,F,SI1,63.1,56,4474,6.36,6.34,4.01
32929,1.55,Ideal,J,VS2,61.7,57,7416,7.37,7.42,4.56
32930,1.11,Ideal,F,VS2,60.4,58,7275,6.73,6.66,4.04
32931,1,Fair,H,VS2,66.8,63,4166,6.19,6.08,4.1
32932,1.5,Good,I,SI1,64.3,55,8736,7.24,7.19,4.64
32933,1.21,Premium,E,VS1,60.8,59,9541,6.86,6.82,4.16
32934,0.31,Premium,J,VS2,62.4,60,380,4.29,4.33,2.69
32935,0.53,Ideal,H,VVS2,61.8,56,1674,5.2,5.22,3.22
32936,0.56,Premium,E,SI1,62.5,59,1653,5.24,5.2,3.26
32937,1.45,Fair,F,I1,64.8,67,4320,7.16,7,4.64
32938,1.74,Good,H,SI1,60.6,62,12032,7.74,7.8,4.71
32939,0.36,Premium,E,SI2,61.5,61,518,4.63,4.57,2.83
32940,1.55,Premium,J,VS2,60.7,59,7911,7.47,7.5,4.54
32941,0.31,Ideal,H,VS2,61.2,56,507,4.35,4.37,2.67
32942,1.05,Fair,F,SI2,66,60,3615,6.3,6.22,4.13
32943,1.51,Premium,H,SI2,60.2,62,7340,7.43,7.38,4.46
32944,2.09,Premium,F,SI2,61.7,59,17840,8.21,8.23,5.07
32945,0.3,Ideal,I,SI1,61.8,57,382,4.3,4.34,2.67
32946,0.61,Good,H,VVS2,58.7,64,1976,5.53,5.5,3.24
32947,0.31,Ideal,F,VS2,60.8,57,802,4.39,4.36,2.66
32948,0.3,Premium,I,VS1,60.3,58,608,4.34,4.32,2.61
32949,1.01,Ideal,G,SI1,60.8,56,5204,6.53,6.49,3.96
32950,0.5,Very Good,E,SI2,58,63,1009,5.22,5.19,3.02
32951,1.03,Premium,E,VS1,62.8,58,8629,6.46,6.41,4.04
32952,0.59,Very Good,E,VS2,59.9,56,1838,5.46,5.49,3.28
32953,1.01,Very Good,F,SI1,63.1,59,5010,6.3,6.37,4
32954,0.5,Ideal,E,VS2,62.2,54,1746,5.11,5.08,3.17
32955,1.3,Premium,G,VVS1,60.5,60,11162,7.05,7.01,4.25
32956,1.23,Ideal,I,SI2,62.1,56,5269,6.88,6.84,4.26
32957,0.42,Ideal,H,VVS1,62.4,55,1068,4.79,4.8,2.99
32958,1.24,Ideal,G,VS2,62.1,56,8504,6.87,6.91,4.28
32959,0.78,Ideal,F,SI2,61.2,56,2622,5.93,5.97,3.64
32960,0.82,Ideal,E,SI1,61.8,58,3622,5.99,6.05,3.72
32961,1.04,Very Good,F,SI2,62.8,55,4244,6.41,6.48,4.05
32962,0.34,Ideal,I,SI1,62.4,56,459,4.45,4.49,2.79
32963,0.79,Very Good,I,SI1,61.8,60,2296,5.92,5.96,3.67
32964,0.31,Premium,I,VVS2,59.4,59,544,4.41,4.44,2.63
32965,1.18,Fair,I,VS2,62,66,4553,6.75,6.63,4.16
32966,1.08,Ideal,G,VS2,62.1,57,5559,6.54,6.57,4.07
32967,0.3,Ideal,G,IF,62,56,895,4.3,4.31,2.67
32968,0.51,Premium,G,VS1,62.3,59,1656,5.06,5.12,3.17
32969,0.7,Ideal,G,VS1,61.2,56,3206,5.71,5.75,3.5
32970,0.56,Premium,E,VVS2,61.5,58,2279,5.3,5.33,3.27
32971,1.48,Premium,I,SI2,61.3,58,7086,7.39,7.32,4.51
32972,0.32,Very Good,G,VVS1,60.6,56,772,4.44,4.47,2.7
32973,0.31,Premium,H,VVS2,61.4,58,625,4.32,4.35,2.66
32974,1.01,Premium,G,SI1,60,59,4118,6.51,6.47,3.89
32975,0.9,Very Good,D,SI2,58.1,60,3371,6.24,6.26,3.63
32976,0.5,Fair,H,VS2,62.4,69,1122,5.07,4.99,3.14
32977,0.32,Premium,F,VS2,61.4,60,828,4.42,4.38,2.7
32978,1.33,Premium,H,VS2,60.7,59,7982,7.08,7.13,4.31
32979,0.35,Premium,F,VS2,61.4,59,706,4.53,4.56,2.79
32980,0.73,Ideal,G,VS1,61.7,56,3525,5.76,5.79,3.56
32981,0.33,Very Good,D,SI2,63.3,53,631,4.42,4.39,2.79
32982,1.21,Premium,G,VVS2,59.6,60,9541,6.91,6.89,4.11
32983,0.3,Good,G,SI1,63.8,56,447,4.26,4.3,2.73
32984,0.73,Very Good,I,VVS2,62.3,58,2565,5.75,5.78,3.59
32985,0.46,Ideal,E,VS1,60.3,56,1834,5.02,5.06,3.04
32986,1.2,Very Good,E,SI1,63.2,57,6373,6.75,6.69,4.25
32987,1.54,Ideal,G,I1,61.6,55,6186,7.4,7.43,4.57
32988,0.71,Ideal,E,SI1,61.5,57,2654,5.7,5.75,3.52
32989,1.69,Very Good,E,SI2,62.6,59,10317,7.53,7.61,4.74
32990,0.52,Ideal,F,VVS2,62,55,2168,5.16,5.2,3.21
32991,0.3,Ideal,E,VS2,61.8,55,658,4.33,4.35,2.68
32992,0.45,Ideal,I,IF,62,54,1043,4.94,4.97,3.07
32993,0.57,Ideal,H,SI1,61.8,54,1292,5.35,5.37,3.31
32994,0.55,Very Good,F,VS2,61.7,56,1692,5.25,5.29,3.25
32995,0.7,Very Good,F,VS1,62.2,58,2889,5.64,5.75,3.54
32996,1.49,Very Good,H,VS2,62.7,60,9552,7.24,7.31,4.56
32997,0.38,Ideal,G,VS2,61.5,57,840,4.66,4.68,2.87
32998,1.8,Premium,D,SI1,61.2,58,12338,7.88,7.7,4.79
32999,0.77,Premium,D,VS1,62.1,57,3644,5.85,5.8,3.62
33000,0.76,Very Good,H,SI1,61.6,58,2663,5.88,5.91,3.63
33001,1.55,Ideal,I,VS1,61.9,55,11067,7.46,7.43,4.61
33002,1.01,Good,J,SI2,63.7,60,3088,6.4,6.29,4.05
33003,0.9,Good,I,VS2,63.8,55,3246,6.16,6.07,3.9
33004,0.57,Good,F,SI1,63.2,55,1364,5.26,5.31,3.34
33005,1.25,Ideal,F,VS2,61.6,55,10006,6.93,6.96,4.28
33006,0.42,Ideal,G,VVS1,61.2,56,1235,4.86,4.85,2.97
33007,1.34,Ideal,G,VVS2,62,55,11955,7.02,7.08,4.37
33008,0.31,Good,F,SI1,64.1,61,618,4.29,4.2,2.72
33009,0.3,Ideal,F,VVS2,61.5,58,694,4.3,4.35,2.66
33010,0.54,Ideal,D,VS2,61.1,56,1892,5.25,5.29,3.22
33011,0.7,Fair,G,I1,67.3,59,956,5.51,5.45,3.69
33012,0.32,Ideal,E,IF,62.6,55,1095,4.38,4.41,2.75
33013,0.35,Ideal,F,SI1,62.4,55,583,4.52,4.55,2.83
33014,1,Premium,F,VS2,60.7,58,6899,6.45,6.36,3.89
33015,0.37,Ideal,J,VS1,62.6,57,487,4.54,4.57,2.85
33016,0.7,Very Good,H,SI2,63.4,55,2094,5.59,5.64,3.56
33017,0.75,Very Good,E,VS2,62.3,56,3365,5.79,5.84,3.62
33018,1.33,Premium,I,VS1,61.7,58,6390,7.09,7.14,4.39
33019,0.42,Ideal,E,VVS2,61.3,56,1216,4.81,4.85,2.96
33020,1.1,Very Good,I,VS1,60.8,58.3,5196,6.63,6.68,4.04
33021,0.54,Ideal,G,VVS1,61.6,55,2041,5.22,5.24,3.22
33022,1,Good,G,VVS1,58.4,60,7467,6.55,6.61,3.84
33023,0.51,Ideal,D,SI2,61.1,56,1359,5.18,5.16,3.16
33024,1.01,Very Good,E,SI1,62.6,57,4912,6.36,6.41,4
33025,0.3,Premium,H,SI2,60.2,62,410,4.37,4.34,2.62
33026,1,Fair,E,VS2,57.3,64,6285,6.59,6.46,3.79
33027,0.34,Ideal,H,SI1,61.3,56,516,4.48,4.52,2.76
33028,1,Fair,H,SI2,65.3,62,2818,6.34,6.12,4.08
33029,0.57,Ideal,F,VVS2,61.7,56,2402,5.31,5.35,3.29
33030,0.43,Premium,E,SI2,61,60,903,4.94,4.87,2.99
33031,0.4,Good,I,VS2,63.8,54,855,4.72,4.68,3
33032,1.08,Ideal,G,VS2,61.8,55,6931,6.57,6.63,4.08
33033,2,Very Good,H,SI1,63.2,54,13320,7.97,7.88,5.01
33034,1.41,Good,G,SI1,63.7,57,7738,7.13,7.03,4.51
33035,1.03,Ideal,G,VS2,60.7,57,6793,6.53,6.56,3.97
33036,0.41,Very Good,D,VS2,62.5,60,889,4.72,4.75,2.96
33037,0.5,Good,D,SI1,60.5,57,1447,5.1,5.14,3.1
33038,1.06,Ideal,H,SI2,62.5,57.1,4829,6.46,6.5,4.05
33039,1.36,Premium,I,VS1,62,59,7592,7.1,7.06,4.39
33040,0.54,Ideal,G,VVS2,61.8,55,1829,5.22,5.3,3.24
33041,0.35,Very Good,G,IF,62.1,56,833,4.54,4.57,2.82
33042,0.52,Ideal,G,VS1,61.8,55,1815,5.21,5.17,3.21
33043,0.52,Good,H,SI1,57.6,61,1056,5.34,5.32,3.07
33044,1.15,Ideal,J,VS2,60.7,55,5125,6.77,6.83,4.13
33045,0.38,Premium,F,SI1,62,58,653,4.6,4.63,2.86
33046,0.72,Fair,G,I1,65.1,57,1147,5.65,5.55,3.65
33047,1.07,Ideal,G,VVS1,61.4,55,9703,6.59,6.66,4.06
33048,1.09,Ideal,D,SI2,61.7,59,5410,6.64,6.62,4.09
33049,0.51,Ideal,E,SI1,62.1,55,1438,5.09,5.15,3.18
33050,2.51,Fair,H,SI2,64.7,57,18308,8.44,8.5,5.48
33051,1.38,Ideal,H,VS1,63.6,56,8037,7.05,7,4.47
33052,0.57,Good,E,SI2,58.5,61,1214,5.4,5.43,3.17
33053,1.51,Premium,G,SI1,60.3,59,9710,7.39,7.44,4.47
33054,0.52,Ideal,G,SI2,61.6,55,1090,5.16,5.19,3.19
33055,0.7,Premium,D,SI2,59.8,59,1806,5.75,5.72,3.43
33056,0.7,Good,H,SI2,64.2,58,1697,5.56,5.6,3.58
33057,0.3,Very Good,G,VS1,62.6,56,581,4.29,4.31,2.69
