ID,carat,cut,color,clarity,depth,table,price,x,y,z
14699,1.01,Very Good,F,SI2,61.8,56,4298,6.43,6.38,3.96
14700,0.32,Good,D,SI1,63.6,56,756,4.37,4.34,2.77
14701,0.7,Ideal,E,VS2,62.5,55,2693,5.73,5.7,3.57
14702,0.81,Premium,D,SI1,62.4,59,3266,5.96,5.89,3.7
14703,0.3,Very Good,H,SI1,62.9,58,421,4.22,4.24,2.66
14704,0.34,Premium,I,VVS2,61.3,57,765,4.52,4.49,2.76
14705,0.41,Ideal,G,VS1,61.4,55,961,4.8,4.78,2.94
14706,0.3,Premium,H,SI1,61.3,61,540,4.27,4.25,2.61
14707,0.71,Fair,G,VS1,65.5,55,2686,5.62,5.53,3.65
14708,0.7,Premium,H,SI1,60.9,62,2176,5.72,5.67,3.47
14709,1.07,Premium,I,SI1,61.2,58,4126,6.62,6.55,4.03
14710,1.5,Ideal,D,VS2,62.8,53.5,15996,7.27,7.33,4.58
14711,0.23,Good,E,VS2,61.8,63,357,3.88,3.89,2.4
14712,0.3,Ideal,H,SI1,62.2,57,450,4.27,4.28,2.66
14713,0.91,Very Good,E,VS1,62.8,60,5057,6.08,6.11,3.83
14714,1.15,Very Good,G,VS2,60.1,60,7175,6.75,6.8,4.08
14715,1.01,Premium,F,SI2,58.3,58,3897,6.56,6.55,3.82
14716,0.59,Ideal,E,VS1,61.6,57,2172,5.35,5.39,3.31
14717,0.52,Premium,E,SI2,61.8,54,1229,5.18,5.15,3.19
14718,0.34,Ideal,E,VS2,61.2,56,702,4.51,4.54,2.77
14719,1.09,Ideal,G,VVS2,62,54.8,8149,6.6,6.63,4.1
14720,0.92,Premium,G,SI2,62.9,58,3650,6.21,6.15,3.89
14721,0.71,Premium,D,SI1,60.6,58,2913,5.77,5.79,3.5
14722,0.35,Very Good,H,SI1,63.3,54,647,4.53,4.51,2.86
14723,1.83,Premium,I,SI1,62.9,55,11883,7.9,7.78,4.93
14724,1.13,Ideal,H,VS2,61.9,56,6670,6.69,6.63,4.13
14725,1.5,Ideal,F,SI1,60.9,56,8770,7.43,7.36,4.5
14726,0.24,Ideal,I,VVS1,62.3,57,432,3.98,3.95,2.47
14727,1.61,Good,H,SI2,63.8,62,9169,7.38,7.35,4.7
14728,0.43,Very Good,E,SI1,63.2,57,948,4.84,4.78,3.04
14729,0.7,Ideal,D,SI1,62.5,55,2726,5.68,5.72,3.56
14730,1.08,Ideal,H,VS1,61.9,57,5791,6.58,6.64,4.09
14731,0.3,Ideal,E,VS2,61.5,55,673,4.3,4.34,2.66
14732,0.32,Ideal,F,VS1,61.6,57,716,4.39,4.42,2.71
14733,0.52,Good,D,VS2,63.4,56,1701,5.09,5.16,3.25
14734,1.55,Premium,H,SI2,62,56,7319,7.41,7.37,4.58
14735,2.01,Premium,J,VS1,60.1,59,15185,8.25,8.18,4.94
14736,0.4,Premium,D,VS2,62.5,59,982,4.66,4.72,2.93
14737,0.41,Ideal,F,VVS2,61.9,55,1192,4.79,4.74,2.95
14738,2.01,Very Good,H,SI1,59.1,58,18149,8.29,8.36,4.92
14739,0.72,Ideal,G,SI2,62.1,59,2139,5.71,5.76,3.56
14740,0.42,Very Good,D,SI1,60.8,59,810,4.82,4.85,2.94
14741,0.42,Ideal,G,SI2,61.5,56,682,4.83,4.79,2.96
14742,0.34,Ideal,H,VVS2,61.1,56,852,4.52,4.55,2.77
14743,0.93,Ideal,G,SI1,60.9,57,3521,6.29,6.25,3.82
14744,1.52,Premium,I,I1,61.2,58,3541,7.43,7.35,4.52
14745,0.53,Ideal,H,VS1,62.3,54,1449,5.18,5.22,3.24
14746,1.04,Premium,G,SI1,62.3,57,4467,6.5,6.46,4.04
14747,1.06,Premium,E,SI2,60.5,60,4652,6.61,6.67,4.02
14748,0.76,Ideal,G,SI2,62.1,54,2143,5.88,5.84,3.64
14749,0.58,Very Good,I,VVS1,63,57,1790,5.31,5.35,3.36
14750,1.22,Very Good,J,SI1,62.2,59,5029,6.77,6.8,4.22
14751,0.41,Ideal,H,SI1,62.9,55,876,4.82,4.75,3.01
14752,0.35,Very Good,G,VS1,60.7,61,706,4.54,4.58,2.77
14753,0.5,Premium,F,VS2,61.1,60,1654,5.12,5.1,3.12
14754,1.64,Ideal,F,SI1,61.8,55,13289,7.6,7.58,4.69
14755,0.3,Premium,D,SI2,62.9,58,574,4.29,4.26,2.69
14756,1.53,Ideal,H,SI2,59.6,57,5631,7.46,7.38,4.42
14757,0.38,Ideal,G,VS1,60.8,56,1069,4.71,4.66,2.85
14758,1.23,Very Good,G,VVS2,62,58,9803,6.77,6.82,4.21
14759,1.53,Premium,I,VS2,62,58,10013,7.36,7.41,4.58
14760,1.1,Ideal,F,SI1,61.4,55,6146,6.65,6.68,4.09
14761,0.9,Premium,I,VS1,60.7,58,3145,6.3,6.19,3.79
14762,0.3,Premium,E,VS2,62.6,58,844,4.3,4.26,2.68
14763,1.05,Premium,D,SI1,60.5,56,5927,6.7,6.59,4
14764,0.72,Fair,F,VS2,55.4,64,2724,6.06,5.97,3.34
14765,0.33,Very Good,E,SI2,60,59,463,4.47,4.49,2.69
14766,0.5,Very Good,E,SI1,61.4,63,1128,5.06,5.1,3.12
14767,0.5,Good,G,IF,64,55,1976,5.05,5.08,3.24
14768,1.2,Premium,F,VS2,62.8,59,8964,6.78,6.69,4.23
14769,0.52,Ideal,E,VS2,61.8,55,1689,5.17,5.19,3.2
14770,0.37,Premium,E,VS2,61.8,59,1041,4.6,4.56,2.83
14771,0.83,Very Good,G,SI2,61.6,57,2725,6.02,6.06,3.72
14772,0.59,Ideal,F,VS2,60.6,56,1834,5.43,5.48,3.31
14773,0.56,Ideal,G,VVS1,62.3,55,2164,5.31,5.25,3.29
14774,1.21,Very Good,I,SI2,62.1,59,4791,6.8,6.86,4.24
14775,0.4,Premium,I,VVS1,61.5,58,1080,4.76,4.7,2.91
14776,0.73,Ideal,G,SI1,61.4,58,2630,5.77,5.79,3.55
14777,0.31,Ideal,D,VS2,62.6,56,734,4.33,4.36,2.72
14778,0.3,Ideal,F,VS2,61.1,56,605,4.31,4.33,2.64
14779,1.05,Premium,G,VVS2,59.5,61,8702,6.69,6.63,3.96
14780,1.19,Premium,I,SI1,62.1,59,5664,6.84,6.78,4.23
14781,0.7,Premium,F,VS2,58.7,61,2842,5.8,5.72,3.38
14782,2.01,Premium,J,VS2,60.4,59,13744,8.15,8.1,4.91
14783,0.3,Ideal,D,VS2,60.9,57,857,4.34,4.36,2.65
14784,0.71,Ideal,F,VVS1,61,56,5019,5.77,5.8,3.53
14785,0.26,Very Good,F,VS1,60.4,56,499,4.14,4.16,2.51
14786,0.72,Ideal,D,SI1,61.1,56,2891,5.78,5.81,3.54
14787,1.5,Premium,F,VS2,61.6,58,14071,7.31,7.37,4.52
14788,0.33,Ideal,E,VS1,61.7,54,768,4.45,4.47,2.75
14789,1.32,Ideal,F,SI1,61.6,56,7079,7.11,7.05,4.36
14790,0.32,Ideal,E,VS2,61.4,56,599,4.41,4.45,2.72
14791,0.9,Fair,G,VS2,65.8,61,4309,5.99,5.96,3.93
14792,0.71,Ideal,H,VS2,60.9,55,2450,5.76,5.74,3.5
14793,0.83,Very Good,E,SI1,62.1,58,3002,6.01,6.04,3.74
14794,0.3,Very Good,G,VS1,60.2,62,565,4.3,4.31,2.59
14795,1.3,Very Good,H,SI1,62.3,58,6758,6.97,7.03,4.36
14796,1.02,Premium,F,VVS1,60.8,58,9980,6.56,6.46,3.96
14797,0.44,Very Good,E,VS2,60.3,58,987,4.9,4.92,2.96
14798,0.52,Ideal,F,IF,61.5,57,2749,5.15,5.19,3.18
14799,0.7,Ideal,F,SI1,61.6,55,2806,5.72,5.74,3.53
14800,0.7,Good,H,SI2,64.2,58,1697,5.56,5.6,3.58
14801,1.55,Premium,J,VS1,61.6,58,7733,7.39,7.42,4.56
14802,1.02,Ideal,J,VS2,62,56,4485,6.42,6.45,3.99
14803,1.01,Very Good,H,SI1,63.4,58,4191,6.41,6.37,4.05
14804,0.31,Ideal,E,VVS1,61.7,56,853,4.38,4.4,2.71
14805,1.23,Ideal,G,VVS2,62.2,55,10317,6.86,6.9,4.28
14806,0.54,Very Good,E,VS2,60.7,56,1637,5.29,5.32,3.22
14807,1.16,Ideal,G,SI2,61.5,54,5206,6.75,6.78,4.16
14808,0.35,Ideal,H,VS2,61.2,56,571,4.53,4.56,2.78
14809,0.91,Good,F,SI1,66.1,57,3893,5.99,6.03,3.97
14810,1.52,Premium,J,VS1,62.4,59,8258,7.36,7.31,4.58
14811,0.44,Ideal,D,VS1,62.3,55,1235,4.85,4.88,3.03
14812,0.4,Ideal,G,VS2,62.3,57,1035,4.71,4.7,2.93
14813,1.06,Premium,G,SI1,62.7,56,5183,6.55,6.46,4.08
14814,1.09,Ideal,H,SI1,62.5,56,5125,6.53,6.58,4.1
14815,2.14,Very Good,J,SI1,62.3,59,14556,8.24,8.26,5.14
14816,0.77,Premium,F,VS1,62.7,58,3357,5.82,5.88,3.67
14817,0.71,Good,E,SI1,62.8,64,2817,5.6,5.54,3.5
14818,0.91,Very Good,D,SI1,63,59,4429,6.11,6.15,3.86
14819,0.4,Very Good,G,VVS1,60.9,57,1123,4.76,4.8,2.91
14820,0.55,Ideal,J,SI1,61.2,55,982,5.29,5.3,3.24
14821,0.31,Premium,E,VS2,61,59,872,4.39,4.33,2.66
14822,0.32,Ideal,D,VS2,62.6,57,972,4.41,4.37,2.75
14823,0.98,Fair,F,SI2,61.6,66,2958,6.46,6.24,3.92
14824,0.9,Good,H,VS1,63.5,59,4309,6.1,6.13,3.88
14825,1.52,Ideal,G,VS2,61.4,56,14692,7.39,7.47,4.56
14826,2.06,Premium,G,SI2,60.7,58,13908,8.18,8.25,4.99
14827,0.23,Ideal,F,VVS2,62.5,55,511,3.94,3.96,2.47
14828,0.33,Ideal,D,SI1,62.2,54,575,4.45,4.46,2.77
14829,1,Very Good,D,VVS2,59.9,61,9740,6.42,6.5,3.87
14830,0.47,Ideal,F,VVS1,61.9,55,1779,4.98,5,3.09
14831,0.57,Premium,D,VS2,61.7,60,1944,5.28,5.32,3.27
14832,1.18,Ideal,E,VS1,62.4,54,9886,6.79,6.74,4.22
14833,1.15,Ideal,E,VVS2,61.5,57,12193,6.72,6.75,4.14
14834,0.38,Ideal,E,VS2,61.7,55,1112,4.68,4.66,2.88
14835,0.77,Ideal,D,SI2,62.1,56,2896,5.83,5.89,3.64
14836,1.51,Very Good,G,VS1,59.5,59,14028,7.41,7.45,4.42
14837,1.15,Premium,I,VS2,62.6,56,5120,6.74,6.67,4.2
14838,1.37,Very Good,J,SI2,60.7,60,5063,7.07,7.19,4.33
14839,1.14,Premium,D,SI1,58.9,59,6256,6.84,6.78,4.01
14840,0.25,Very Good,E,VVS2,62.7,59,575,4.01,4.03,2.52
14841,0.6,Ideal,I,SI1,60.7,58,1295,5.43,5.45,3.3
14842,0.32,Ideal,F,VVS1,61.5,56,947,4.44,4.45,2.73
14843,0.52,Ideal,H,VS2,61.5,55,1593,5.18,5.22,3.2
14844,0.9,Premium,G,SI1,60.6,61,3407,6.16,6.12,3.72
14845,0.55,Ideal,H,VS1,61.2,56,1686,5.26,5.3,3.23
14846,0.31,Ideal,H,VS1,62.4,55,544,4.33,4.36,2.71
14847,0.72,Ideal,H,VVS1,61.4,56,3124,5.79,5.77,3.55
14848,1.37,Premium,H,VS2,60.9,59,6337,7.22,7.17,4.38
14849,1.07,Ideal,H,VS1,62.3,55,6082,6.59,6.54,4.09
14850,1.02,Very Good,I,VS2,61.5,57,6104,6.4,6.44,3.95
14851,0.4,Good,E,SI1,63.5,57,687,4.7,4.72,2.99
14852,0.5,Good,D,SI2,61.9,63,1175,5.05,5.07,3.13
14853,2.01,Very Good,I,VS2,62.7,58,16626,7.94,7.98,4.99
14854,0.7,Premium,E,SI1,62.7,59,2777,5.67,5.63,3.54
14855,0.33,Ideal,D,VS2,60.3,55,667,4.5,4.52,2.72
14856,0.37,Ideal,H,VS2,62,54,603,4.64,4.65,2.88
14857,0.43,Premium,G,VVS1,60.3,58,1207,4.87,4.91,2.95
14858,1.04,Very Good,H,VVS2,59.1,60,6166,6.6,6.66,3.92
14859,0.34,Premium,G,VS2,61.2,58,765,4.5,4.46,2.74
14860,1.06,Very Good,E,SI2,61.7,62,4570,6.5,6.54,4.02
14861,0.3,Premium,F,VS2,60.6,60,776,4.39,4.36,2.65
14862,0.32,Ideal,D,VS2,62.5,56,972,4.45,4.38,2.76
14863,0.34,Very Good,F,VVS2,61.9,57,825,4.48,4.52,2.78
14864,0.34,Ideal,E,VS1,62.4,55,805,4.44,4.47,2.78
14865,0.39,Ideal,E,VS1,60.8,56,914,4.74,4.77,2.89
14866,1.51,Premium,H,I1,60.9,56,4404,7.38,7.26,4.46
14867,0.52,Premium,E,VVS2,60.1,59,2467,5.27,5.22,3.15
14868,0.8,Ideal,E,VVS2,61.4,57,4493,5.98,5.94,3.66
14869,0.32,Ideal,F,VS2,62.4,57,828,4.38,4.34,2.72
14870,0.54,Good,E,VVS2,57.5,61,2391,5.47,5.39,3.12
14871,0.51,Ideal,G,VVS1,62.3,55,2111,5.14,5.1,3.19
14872,0.31,Ideal,E,VS2,61.5,55,872,4.41,4.37,2.7
14873,1.12,Ideal,F,VVS2,60.4,56,10236,6.82,6.78,4.11
14874,0.3,Good,G,VVS2,57.9,61,540,4.4,4.42,2.56
14875,1.04,Premium,G,VVS1,58.2,60,6890,6.71,6.66,3.89
14876,0.58,Ideal,E,SI2,62.8,56,1346,5.3,5.37,3.35
14877,1.13,Ideal,G,VS2,61.6,57,7159,6.68,6.7,4.12
14878,0.32,Premium,G,VS2,62.6,59,561,4.33,4.36,2.72
14879,0.57,Ideal,D,SI2,62.3,53,1333,5.32,5.34,3.32
14880,1.14,Premium,G,VS2,61.4,60,7079,6.71,6.68,4.11
14881,1.02,Good,J,SI2,63.4,56,3534,6.36,6.42,4.05
14882,0.44,Ideal,E,VVS2,61.8,56,1274,4.88,4.93,3.03
14883,0.6,Premium,E,SI1,60.8,58,1625,5.46,5.5,3.33
14884,1.55,Very Good,H,SI2,62.5,61,8174,7.31,7.34,4.58
14885,1.01,Good,G,SI1,63.1,55,4064,6.31,6.33,3.99
14886,0.39,Very Good,J,VS1,63.5,58,790,4.64,4.59,2.93
14887,0.7,Good,F,VS2,60.1,56,2591,5.73,5.78,3.46
14888,1.4,Premium,F,VS2,60.7,58,11368,7.26,7.17,4.38
14889,1.13,Fair,H,SI1,65.3,59,5771,6.52,6.44,4.23
14890,0.41,Ideal,E,SI2,61.5,58,654,4.79,4.83,2.96
14891,0.28,Ideal,H,VS2,61.9,55,467,4.2,4.23,2.61
14892,0.71,Good,H,SI1,63.4,54,2056,5.6,5.67,3.57
14893,1.02,Premium,G,SI1,62.2,58,4435,6.44,6.48,4.02
14894,1.01,Good,F,SI1,62.4,59,4619,6.3,6.42,3.97
14895,0.72,Ideal,G,SI1,61.4,54,2548,5.79,5.81,3.56
14896,1.23,Premium,H,VS2,58.5,62,6150,7,6.98,4.09
14897,0.93,Good,I,VS2,58.2,60,3946,6.41,6.48,3.75
14898,0.3,Ideal,F,VVS1,61.9,56,802,4.29,4.33,2.67
14899,0.41,Ideal,D,SI1,61.9,55,744,4.77,4.8,2.96
14900,0.71,Very Good,F,VVS1,61.8,58,3692,5.63,5.73,3.51
14901,1.5,Very Good,H,SI1,63.4,57,7708,7.27,7.23,4.59
14902,0.41,Ideal,F,SI2,61.6,54,612,4.78,4.8,2.95
14903,0.52,Ideal,D,VS2,62.6,56,1919,5.14,5.11,3.21
14904,1.24,Very Good,J,I1,61.9,55,2940,6.85,6.92,4.26
14905,0.4,Premium,I,SI2,60.5,58,702,4.82,4.76,2.9
14906,0.42,Ideal,J,VS1,60.9,57,663,4.83,4.86,2.95
14907,0.25,Ideal,F,VS1,61.8,56,595,4.07,4.09,2.52
14908,0.41,Premium,D,SI2,62.3,58,876,4.77,4.74,2.96
14909,0.58,Good,E,VVS1,61.9,63,2243,5.27,5.33,3.28
14910,1.51,Very Good,D,SI2,59.7,58,9627,7.43,7.48,4.45
14911,0.71,Good,E,SI2,57.5,58,1783,5.91,5.89,3.39
14912,0.34,Premium,H,VS2,60.2,60,689,4.56,4.51,2.73
14913,0.32,Ideal,H,VS2,61.7,57,529,4.38,4.4,2.71
14914,0.25,Very Good,G,VVS1,63.7,54,451,3.98,4.03,2.55
14915,1.02,Very Good,J,SI2,61.1,61,3601,6.44,6.5,3.95
14916,0.39,Ideal,E,I1,62.8,57,655,4.66,4.61,2.91
14917,1.05,Ideal,G,VS1,62.5,56,7037,6.48,6.54,4.07
14918,1.51,Premium,H,SI2,59.4,62,7235,7.47,7.31,4.39
14919,0.75,Good,D,SI1,63.6,58,3024,5.77,5.65,3.63
14920,1.01,Ideal,G,VS2,61.9,55,6108,6.49,6.46,4.01
14921,1.01,Premium,G,VVS2,58.5,59,6670,6.66,6.6,3.88
14922,1.01,Good,D,SI2,63.6,57,4338,6.34,6.3,4.02
14923,1.15,Very Good,G,SI1,61.3,62,5538,6.68,6.72,4.11
14924,0.53,Very Good,G,VVS2,60.5,59,1724,5.24,5.29,3.19
14925,1.52,Very Good,H,SI2,63.1,55,7600,7.36,7.28,4.62
14926,0.9,Fair,E,VS2,64.5,61,4125,6.07,6.03,3.9
14927,0.32,Ideal,E,VS2,62.1,55,900,4.4,4.36,2.72
14928,1.21,Ideal,H,SI1,60.3,60,6620,6.9,6.87,4.15
14929,1.11,Fair,J,SI2,64.8,55.1,4056,6.44,6.55,4.21
14930,0.7,Ideal,J,SI1,62.3,57,1974,5.69,5.71,3.55
14931,0.71,Ideal,H,VVS1,61.1,56,3137,5.78,5.81,3.53
14932,0.32,Very Good,D,VS2,62,57,758,4.38,4.42,2.73
14933,1.25,Ideal,J,SI1,62.7,57,4764,6.86,6.88,4.31
14934,0.37,Ideal,G,VVS2,61.6,55,815,4.62,4.66,2.86
14935,0.57,Very Good,D,SI1,59.8,60,1906,5.4,5.34,3.21
14936,0.3,Very Good,G,VS1,62.5,55,605,4.25,4.32,2.68
14937,0.7,Ideal,H,VVS1,62,55,2881,5.74,5.71,3.55
14938,0.41,Ideal,D,SI1,61.8,58,1399,4.73,4.79,2.94
14939,0.5,Ideal,D,SI1,62.9,57,1654,5.08,5.06,3.19
14940,0.32,Ideal,D,SI2,62.6,56,477,4.38,4.4,2.75
14941,0.64,Ideal,H,VVS1,62.2,58,2308,5.49,5.51,3.42
14942,2.21,Premium,H,SI2,61.3,60,14032,8.35,8.33,5.11
14943,0.3,Good,H,VVS2,63.7,55,776,4.27,4.24,2.71
14944,0.8,Premium,J,SI2,60.2,59,2022,6.07,5.95,3.62
14945,0.32,Ideal,D,SI2,61.7,55,477,4.38,4.4,2.71
14946,0.38,Premium,H,VS2,61.8,58,700,4.63,4.66,2.87
14947,0.9,Premium,F,SI2,61.5,59,3704,6.23,6.2,3.82
14948,0.42,Ideal,E,VS2,62.4,55,1024,4.8,4.79,2.99
14949,0.32,Ideal,D,VS2,61.3,56,758,4.37,4.41,2.69
14950,0.7,Good,J,VS2,63.2,61,1843,5.59,5.62,3.54
14951,1.67,Premium,I,VS2,61.9,56,10736,7.64,7.6,4.72
14952,2,Premium,I,SI2,62.3,57,10528,8.12,8.05,5.03
14953,1.91,Premium,I,SI1,60.9,53,13367,8.11,8.07,4.93
14954,1,Very Good,E,VVS2,61.9,61,7777,6.38,6.42,3.96
14955,0.83,Premium,D,SI1,62.2,60,3347,6.01,5.98,3.73
14956,1.07,Ideal,E,SI2,62.4,60,5280,6.49,6.52,4.06
14957,0.56,Ideal,E,VS2,61.9,56,1819,5.27,5.32,3.28
14958,1.15,Premium,E,SI2,62.5,58,4250,6.65,6.72,4.18
14959,0.31,Very Good,J,SI1,61.9,59,363,4.28,4.32,2.66
14960,0.23,Very Good,E,VVS2,60.9,59,530,3.96,3.99,2.42
14961,1.24,Very Good,I,SI1,62.5,57,5046,6.84,6.89,4.29
14962,0.3,Ideal,H,VVS1,62.2,57,665,4.28,4.31,2.67
14963,0.33,Ideal,G,VS2,61.7,55.9,604,4.45,4.49,2.75
14964,0.9,Good,G,SI1,62.2,62.5,3816,6.08,6.1,3.78
14965,0.9,Very Good,D,SI2,63.2,57,3818,6.08,6.1,3.85
14966,0.97,Premium,F,SI2,61.9,58,4063,6.31,6.35,3.92
14967,0.5,Good,G,SI1,63.6,55,1197,5.03,5.06,3.21
14968,0.43,Very Good,E,SI1,63.1,56,948,4.83,4.8,3.04
14969,0.5,Ideal,D,VS2,60.7,57,1854,5.12,5.22,3.14
14970,0.9,Ideal,H,VS1,60.4,57,5907,6.27,6.29,3.79
14971,0.26,Ideal,F,VVS1,60.3,56,733,4.15,4.17,2.51
14972,1.57,Ideal,J,VVS2,61.4,57,9516,7.5,7.45,4.59
14973,0.4,Very Good,F,VS1,62.2,57.6,1089,4.74,4.76,2.96
14974,1.76,Ideal,I,VS1,62,57,11722,7.74,7.71,4.79
14975,1.17,Ideal,H,SI2,62.3,57,5111,6.78,6.74,4.21
14976,0.78,Fair,F,SI2,64.6,53,2312,5.83,5.78,3.75
14977,0.81,Very Good,E,SI2,62.4,57,2894,5.91,5.99,3.71
14978,0.9,Very Good,H,VVS2,63.5,55,4963,6.14,6.08,3.88
14979,0.3,Very Good,E,SI2,61.9,58,421,4.28,4.31,2.66
14980,0.33,Ideal,F,VVS2,61.3,56,810,4.44,4.46,2.73
14981,0.3,Premium,I,SI1,61.4,58,506,4.33,4.3,2.65
14982,0.9,Premium,E,SI2,60.4,59,3856,6.24,6.21,3.76
14983,0.3,Very Good,I,IF,63.3,57,810,4.3,4.23,2.7
14984,0.4,Ideal,I,IF,62.4,56,982,4.7,4.73,2.94
14985,1.2,Premium,F,SI1,62.9,58,6435,6.76,6.69,4.23
14986,0.3,Ideal,F,VS2,62.1,55,776,4.31,4.26,2.66
14987,0.35,Good,H,VS2,63.7,57,709,4.53,4.48,2.87
14988,0.39,Ideal,H,VS2,61.6,56,788,4.68,4.71,2.89
14989,1.23,Premium,F,VS2,61.2,58,9333,6.93,6.87,4.22
14990,0.41,Ideal,G,SI2,61.3,56,605,4.78,4.81,2.94
14991,0.5,Ideal,E,SI2,62.6,56,1104,5.05,5.11,3.18
14992,0.9,Very Good,J,SI2,63.3,59,2973,6.08,6.12,3.86
14993,0.56,Ideal,F,VS2,62,56,1664,5.27,5.31,3.28
14994,0.71,Premium,G,SI2,59.9,59,1717,5.79,5.82,3.48
14995,1.02,Ideal,H,SI2,61.8,55,4207,6.47,6.51,4.01
14996,1.61,Premium,H,SI2,60.3,60,9167,7.66,7.57,4.59
14997,0.51,Very Good,G,VVS2,62.9,57,1750,5.06,5.12,3.2
14998,0.9,Good,E,SI2,63.6,59,3584,6.05,6.09,3.86
14999,1,Premium,F,SI1,60.7,60,5197,6.36,6.4,3.87
15000,0.3,Ideal,H,VS1,60.8,57,503,4.31,4.34,2.63
15001,1.2,Very Good,E,SI1,62.7,57,7310,6.7,6.79,4.23
15002,0.83,Ideal,J,VS2,62.1,56,2570,5.98,6.03,3.73
15003,1.02,Ideal,G,SI2,62.7,57,4291,6.42,6.44,4.03
15004,0.42,Ideal,D,VVS2,61.7,53,1223,4.85,4.87,3
15005,0.7,Premium,F,SI1,62.2,59,2423,5.73,5.69,3.55
15006,0.59,Premium,G,SI1,60.5,59,1437,5.44,5.41,3.28
15007,0.7,Very Good,H,VS1,62.3,57,2540,5.68,5.72,3.55
15008,0.57,Ideal,G,I1,59.5,57,1019,5.46,5.42,3.24
15009,0.76,Ideal,I,VVS2,61.8,56,2788,5.85,5.87,3.62
15010,1,Very Good,E,VVS2,61.6,60,9139,6.41,6.45,3.96
15011,1.25,Premium,I,SI1,59.7,59,5390,7.03,6.97,4.18
15012,0.9,Premium,E,VS1,59.4,59,5535,6.28,6.31,3.74
15013,1.12,Ideal,H,VVS2,62.3,53,7091,6.64,6.7,4.16
15014,1.27,Fair,H,SI2,65.2,54,5334,6.78,6.71,4.41
15015,1.4,Ideal,G,VS2,61.7,56,10311,7.2,7.25,4.46
15016,1.24,Ideal,G,VVS2,61.2,56,9362,6.88,6.92,4.22
15017,1,Fair,G,SI1,67.7,57,3631,6,6.15,4.11
15018,0.37,Ideal,G,VS2,61.5,56,833,4.64,4.59,2.84
15019,0.31,Premium,E,VVS2,61.4,60,1046,4.36,4.34,2.67
15020,0.7,Good,D,SI2,63.7,58,2367,5.6,5.64,3.58
15021,0.33,Ideal,H,VVS1,62.1,53,730,4.48,4.5,2.79
15022,0.29,Ideal,H,VVS2,61.7,56,511,4.29,4.33,2.66
15023,0.31,Ideal,G,VS1,61.3,56,625,4.36,4.38,2.68
15024,1.02,Ideal,H,SI2,60.7,57,4398,6.54,6.51,3.96
15025,0.65,Ideal,H,VVS1,62.4,54,2177,5.55,5.57,3.47
15026,0.3,Ideal,E,VVS1,62.5,56,862,4.28,4.3,2.68
15027,1.23,Ideal,J,SI1,62.2,57,5407,6.89,6.81,4.26
15028,0.42,Ideal,H,VS1,61,57,1299,4.85,4.89,2.97
15029,2.04,Premium,G,SI1,60.7,62,15217,8.3,8.15,4.96
15030,0.41,Premium,G,VS2,59.8,61,1061,4.82,4.78,2.87
15031,0.54,Ideal,E,SI1,60.5,57,1637,5.3,5.28,3.2
15032,0.75,Good,E,VS2,59.7,65,2717,5.85,5.8,3.48
15033,0.28,Very Good,F,VVS2,59.7,59,642,4.26,4.28,2.55
15034,1.01,Very Good,H,VS1,63,55,5055,6.35,6.41,4.02
15035,0.8,Good,G,VS2,64.2,58,2753,5.84,5.81,3.74
15036,0.41,Premium,E,SI2,61.9,55,876,4.8,4.77,2.96
15037,0.59,Ideal,E,SI1,62,55,1664,5.37,5.4,3.34
15038,0.24,Ideal,F,VVS1,62,56,678,3.99,4.01,2.48
15039,0.4,Very Good,D,VS1,63.2,60,963,4.65,4.69,2.95
15040,1,Ideal,H,SI2,62.5,54,4163,6.32,6.38,3.97
15041,0.91,Good,G,VS2,59.9,61,4125,6.2,6.33,3.75
15042,1.24,Premium,F,VS1,60.1,59,9738,6.99,7.02,4.21
15043,0.42,Premium,E,VS2,61.9,59,1024,4.81,4.75,2.96
15044,0.3,Ideal,J,VS2,62.1,56,384,4.29,4.34,2.68
15045,0.98,Very Good,H,SI2,62.1,59,3731,6.33,6.39,3.95
15046,1.1,Very Good,D,VS1,59.7,58,9901,6.69,6.72,4
15047,0.3,Ideal,G,VVS2,61.9,57,650,4.3,4.33,2.66
15048,0.91,Ideal,I,VS1,62.1,57,3906,6.2,6.23,3.86
15049,0.25,Ideal,E,VVS1,62.3,53,783,4.08,4.11,2.55
15050,0.32,Ideal,D,VS1,61.4,57,1044,4.43,4.4,2.71
15051,1.56,Ideal,H,VS2,61.6,57,11922,7.51,7.45,4.61
15052,1.02,Premium,F,VS1,60.8,59,7677,6.49,6.46,3.94
15053,0.73,Very Good,H,SI1,62.7,59,2359,5.74,5.77,3.61
15054,1.51,Very Good,E,VS2,63.3,56,14482,7.3,7.26,4.61
15055,0.9,Premium,F,VS1,59,58,4687,6.33,6.29,3.72
15056,0.4,Good,J,VS1,63.2,57,631,4.7,4.73,2.98
15057,0.31,Very Good,G,SI1,63,58,462,4.3,4.34,2.72
15058,0.31,Ideal,G,VVS1,62.3,56,772,4.34,4.37,2.71
15059,1.02,Ideal,E,VS2,60.2,56,7465,6.56,6.62,3.97
15060,0.41,Ideal,F,IF,61.4,58,1439,4.78,4.83,2.95
15061,0.5,Very Good,D,VS2,63.4,56,1758,5.1,5.05,3.22
15062,1.15,Ideal,E,VVS2,61.5,57,12193,6.72,6.75,4.14
15063,0.27,Ideal,G,IF,61,56,672,4.17,4.19,2.55
